Annual Severe Drought Likelihood - (Probability), Year, Model, Statistics, ISO3
0.07938, 2020-2039, bcc_csm1_1, Annual Anomaly, MKD
0.47783, 2020-2039, bnu_esm, Annual Anomaly, MKD
0.11711, 2020-2039, canesm2, Annual Anomaly, MKD
0.1568, 2020-2039, ccsm4, Annual Anomaly, MKD
0.01, 2020-2039, cesm1_bgc, Annual Anomaly, MKD
0.02946, 2020-2039, cesm1_cam5, Annual Anomaly, MKD
0.04643, 2020-2039, cnrm_cm5, Annual Anomaly, MKD
0.55577, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MKD
0.52454, 2020-2039, gfdl_cm3, Annual Anomaly, MKD
0.12409, 2020-2039, gfdl_esm2g, Annual Anomaly, MKD
0.19999, 2020-2039, gfdl_esm2m, Annual Anomaly, MKD
0.34611, 2020-2039, inmcm4, Annual Anomaly, MKD
0.14802, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MKD
0.3349, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MKD
0.16235, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MKD
0.04878, 2020-2039, miroc5, Annual Anomaly, MKD
0.4498, 2020-2039, miroc_esm_chem, Annual Anomaly, MKD
0.59367, 2020-2039, miroc_esm, Annual Anomaly, MKD
0.01491, 2020-2039, mpi_esm_mr, Annual Anomaly, MKD
0.04917, 2020-2039, mri_cgcm3, Annual Anomaly, MKD
0.09971, 2020-2039, noresm1_m, Annual Anomaly, MKD
0.13095, 2020-2039, access1_3, Annual Anomaly, MDG
0.03557, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MDG
0.06632, 2020-2039, bcc_csm1_1, Annual Anomaly, MDG
0.0262, 2020-2039, canesm2, Annual Anomaly, MDG
0.00237, 2020-2039, ccsm4, Annual Anomaly, MDG
0.03559, 2020-2039, cesm1_bgc, Annual Anomaly, MDG
0.2294, 2020-2039, cesm1_cam5, Annual Anomaly, MDG
0.12994, 2020-2039, cnrm_cm5, Annual Anomaly, MDG
0.22746, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MDG
0.18998, 2020-2039, gfdl_cm3, Annual Anomaly, MDG
0.10558, 2020-2039, gfdl_esm2g, Annual Anomaly, MDG
0.23429, 2020-2039, gfdl_esm2m, Annual Anomaly, MDG
0.07158, 2020-2039, inmcm4, Annual Anomaly, MDG
0.14341, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MDG
0.15585, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MDG
-0.0064, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MDG
0.10857, 2020-2039, miroc5, Annual Anomaly, MDG
0.24909, 2020-2039, miroc_esm_chem, Annual Anomaly, MDG
0.25813, 2020-2039, miroc_esm, Annual Anomaly, MDG
-0.0213, 2020-2039, mpi_esm_mr, Annual Anomaly, MDG
0.09866, 2020-2039, mri_cgcm3, Annual Anomaly, MDG
0.13252, 2020-2039, noresm1_m, Annual Anomaly, MDG
0.0989, 2020-2039, access1_3, Annual Anomaly, MWI
0.07132, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MWI
-0.0248, 2020-2039, bcc_csm1_1, Annual Anomaly, MWI
0.08025, 2020-2039, bnu_esm, Annual Anomaly, MWI
0.33433, 2020-2039, canesm2, Annual Anomaly, MWI
0.00273, 2020-2039, ccsm4, Annual Anomaly, MWI
0.10811, 2020-2039, cesm1_bgc, Annual Anomaly, MWI
0.19682, 2020-2039, cesm1_cam5, Annual Anomaly, MWI
0.03236, 2020-2039, cnrm_cm5, Annual Anomaly, MWI
0.07698, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MWI
0.18316, 2020-2039, gfdl_cm3, Annual Anomaly, MWI
0.06802, 2020-2039, gfdl_esm2g, Annual Anomaly, MWI
0.2416, 2020-2039, gfdl_esm2m, Annual Anomaly, MWI
0.15231, 2020-2039, inmcm4, Annual Anomaly, MWI
0.08403, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MWI
0.01127, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MWI
0.06766, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MWI
0.05542, 2020-2039, miroc5, Annual Anomaly, MWI
0.10959, 2020-2039, miroc_esm_chem, Annual Anomaly, MWI
0.12304, 2020-2039, miroc_esm, Annual Anomaly, MWI
0.19778, 2020-2039, mpi_esm_mr, Annual Anomaly, MWI
0.23715, 2020-2039, mri_cgcm3, Annual Anomaly, MWI
0.02636, 2020-2039, noresm1_m, Annual Anomaly, MWI
-0.007, 2020-2039, access1_3, Annual Anomaly, MYS
0.04945, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MYS
0.16576, 2020-2039, bcc_csm1_1, Annual Anomaly, MYS
0.03101, 2020-2039, bnu_esm, Annual Anomaly, MYS
0.09455, 2020-2039, canesm2, Annual Anomaly, MYS
0.00347, 2020-2039, ccsm4, Annual Anomaly, MYS
0.01571, 2020-2039, cesm1_bgc, Annual Anomaly, MYS
-0.0121, 2020-2039, cesm1_cam5, Annual Anomaly, MYS
0.11222, 2020-2039, cnrm_cm5, Annual Anomaly, MYS
0.05929, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MYS
0.17468, 2020-2039, gfdl_cm3, Annual Anomaly, MYS
0.04971, 2020-2039, gfdl_esm2g, Annual Anomaly, MYS
0.02602, 2020-2039, gfdl_esm2m, Annual Anomaly, MYS
-0.0298, 2020-2039, inmcm4, Annual Anomaly, MYS
0.01273, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MYS
-0.0217, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MYS
0.12942, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MYS
-0.0093, 2020-2039, miroc5, Annual Anomaly, MYS
0.03364, 2020-2039, miroc_esm_chem, Annual Anomaly, MYS
0.11439, 2020-2039, miroc_esm, Annual Anomaly, MYS
0.04138, 2020-2039, mpi_esm_mr, Annual Anomaly, MYS
0.02553, 2020-2039, mri_cgcm3, Annual Anomaly, MYS
0.0124, 2020-2039, noresm1_m, Annual Anomaly, MYS
0.15, 2020-2039, access1_3, Annual Anomaly, MDV
0.05, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MDV
0.05, 2020-2039, bcc_csm1_1, Annual Anomaly, MDV
0.3, 2020-2039, bnu_esm, Annual Anomaly, MDV
-0.05, 2020-2039, ccsm4, Annual Anomaly, MDV
0.25, 2020-2039, cesm1_bgc, Annual Anomaly, MDV
0.15, 2020-2039, cnrm_cm5, Annual Anomaly, MDV
0.2, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MDV
0.15, 2020-2039, gfdl_cm3, Annual Anomaly, MDV
0.2, 2020-2039, gfdl_esm2m, Annual Anomaly, MDV
0.05, 2020-2039, inmcm4, Annual Anomaly, MDV
-0.1, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MDV
0.05, 2020-2039, miroc5, Annual Anomaly, MDV
0.1, 2020-2039, miroc_esm, Annual Anomaly, MDV
0.1, 2020-2039, mpi_esm_mr, Annual Anomaly, MDV
-0.05, 2020-2039, mri_cgcm3, Annual Anomaly, MDV
0.22802, 2020-2039, access1_3, Annual Anomaly, MLI
0.41472, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MLI
0.3398, 2020-2039, bcc_csm1_1, Annual Anomaly, MLI
0.07421, 2020-2039, bnu_esm, Annual Anomaly, MLI
0.40728, 2020-2039, canesm2, Annual Anomaly, MLI
0.22463, 2020-2039, ccsm4, Annual Anomaly, MLI
0.32909, 2020-2039, cesm1_bgc, Annual Anomaly, MLI
0.21356, 2020-2039, cesm1_cam5, Annual Anomaly, MLI
0.06154, 2020-2039, cnrm_cm5, Annual Anomaly, MLI
0.19561, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MLI
0.11308, 2020-2039, gfdl_cm3, Annual Anomaly, MLI
0.10177, 2020-2039, gfdl_esm2g, Annual Anomaly, MLI
0.23845, 2020-2039, gfdl_esm2m, Annual Anomaly, MLI
0.22407, 2020-2039, inmcm4, Annual Anomaly, MLI
0.1998, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MLI
0.25012, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MLI
0.02679, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MLI
0.19035, 2020-2039, miroc5, Annual Anomaly, MLI
0.07801, 2020-2039, miroc_esm_chem, Annual Anomaly, MLI
0.25329, 2020-2039, miroc_esm, Annual Anomaly, MLI
0.3468, 2020-2039, mpi_esm_mr, Annual Anomaly, MLI
0.37683, 2020-2039, mri_cgcm3, Annual Anomaly, MLI
0.21902, 2020-2039, noresm1_m, Annual Anomaly, MLI
0.21698, 2020-2039, access1_3, Annual Anomaly, MLT
0.05, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MLT
0.18301, 2020-2039, bcc_csm1_1, Annual Anomaly, MLT
0.1915, 2020-2039, bnu_esm, Annual Anomaly, MLT
0.10849, 2020-2039, canesm2, Annual Anomaly, MLT
0.05, 2020-2039, ccsm4, Annual Anomaly, MLT
0.2, 2020-2039, cesm1_bgc, Annual Anomaly, MLT
-0.0084, 2020-2039, cesm1_cam5, Annual Anomaly, MLT
0.06698, 2020-2039, cnrm_cm5, Annual Anomaly, MLT
0.25, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MLT
0.17452, 2020-2039, gfdl_cm3, Annual Anomaly, MLT
0.1, 2020-2039, gfdl_esm2g, Annual Anomaly, MLT
0.00849, 2020-2039, gfdl_esm2m, Annual Anomaly, MLT
-0.0084, 2020-2039, inmcm4, Annual Anomaly, MLT
0.25, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MLT
0.0915, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MLT
0.3, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MLT
0.34056, 2020-2039, miroc5, Annual Anomaly, MLT
0.20849, 2020-2039, miroc_esm_chem, Annual Anomaly, MLT
0.35849, 2020-2039, miroc_esm, Annual Anomaly, MLT
0.30849, 2020-2039, mpi_esm_mr, Annual Anomaly, MLT
0.11698, 2020-2039, mri_cgcm3, Annual Anomaly, MLT
0.0915, 2020-2039, noresm1_m, Annual Anomaly, MLT
0.2, 2020-2039, access1_3, Annual Anomaly, MHL
0.1, 2020-2039, bcc_csm1_1, Annual Anomaly, MHL
-0.05, 2020-2039, canesm2, Annual Anomaly, MHL
-0.05, 2020-2039, ccsm4, Annual Anomaly, MHL
0.05, 2020-2039, cesm1_bgc, Annual Anomaly, MHL
0.15, 2020-2039, cnrm_cm5, Annual Anomaly, MHL
-0.1, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MHL
0.25, 2020-2039, gfdl_cm3, Annual Anomaly, MHL
0.05, 2020-2039, gfdl_esm2g, Annual Anomaly, MHL
-0.05, 2020-2039, gfdl_esm2m, Annual Anomaly, MHL
0.05, 2020-2039, inmcm4, Annual Anomaly, MHL
-0.05, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MHL
0.1, 2020-2039, miroc5, Annual Anomaly, MHL
-0.05, 2020-2039, miroc_esm_chem, Annual Anomaly, MHL
0.15, 2020-2039, miroc_esm, Annual Anomaly, MHL
0.05, 2020-2039, mri_cgcm3, Annual Anomaly, MHL
0.1, 2020-2039, noresm1_m, Annual Anomaly, MHL
0.38165, 2020-2039, access1_3, Annual Anomaly, MRT
0.5358, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MRT
0.43033, 2020-2039, bcc_csm1_1, Annual Anomaly, MRT
0.24785, 2020-2039, bnu_esm, Annual Anomaly, MRT
0.53201, 2020-2039, canesm2, Annual Anomaly, MRT
0.33899, 2020-2039, ccsm4, Annual Anomaly, MRT
0.22975, 2020-2039, cesm1_bgc, Annual Anomaly, MRT
0.05454, 2020-2039, cesm1_cam5, Annual Anomaly, MRT
0.0834, 2020-2039, cnrm_cm5, Annual Anomaly, MRT
0.23561, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MRT
0.29044, 2020-2039, gfdl_cm3, Annual Anomaly, MRT
0.04991, 2020-2039, gfdl_esm2g, Annual Anomaly, MRT
0.1388, 2020-2039, gfdl_esm2m, Annual Anomaly, MRT
0.12689, 2020-2039, inmcm4, Annual Anomaly, MRT
0.17238, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MRT
0.42739, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MRT
0.04171, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MRT
0.2349, 2020-2039, miroc5, Annual Anomaly, MRT
0.21107, 2020-2039, miroc_esm_chem, Annual Anomaly, MRT
0.28768, 2020-2039, miroc_esm, Annual Anomaly, MRT
0.46532, 2020-2039, mpi_esm_mr, Annual Anomaly, MRT
0.39959, 2020-2039, mri_cgcm3, Annual Anomaly, MRT
0.31103, 2020-2039, noresm1_m, Annual Anomaly, MRT
-0.0499, 2020-2039, access1_3, Annual Anomaly, MUS
-0.0322, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MUS
0.07159, 2020-2039, bcc_csm1_1, Annual Anomaly, MUS
-0.0598, 2020-2039, canesm2, Annual Anomaly, MUS
-0.048, 2020-2039, ccsm4, Annual Anomaly, MUS
0.19039, 2020-2039, cesm1_bgc, Annual Anomaly, MUS
0.37068, 2020-2039, cesm1_cam5, Annual Anomaly, MUS
0.05366, 2020-2039, cnrm_cm5, Annual Anomaly, MUS
0.30539, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MUS
0.00196, 2020-2039, gfdl_cm3, Annual Anomaly, MUS
0.13621, 2020-2039, gfdl_esm2g, Annual Anomaly, MUS
0.26044, 2020-2039, gfdl_esm2m, Annual Anomaly, MUS
0.20433, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MUS
2.5E-4, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MUS
-0.0502, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MUS
0.34717, 2020-2039, miroc5, Annual Anomaly, MUS
0.04692, 2020-2039, miroc_esm_chem, Annual Anomaly, MUS
3.0E-4, 2020-2039, mpi_esm_mr, Annual Anomaly, MUS
0.10881, 2020-2039, mri_cgcm3, Annual Anomaly, MUS
0.04239, 2020-2039, noresm1_m, Annual Anomaly, MUS
0.21864, 2020-2039, access1_3, Annual Anomaly, MEX
0.26626, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MEX
0.10491, 2020-2039, bcc_csm1_1, Annual Anomaly, MEX
0.10596, 2020-2039, bnu_esm, Annual Anomaly, MEX
0.35867, 2020-2039, canesm2, Annual Anomaly, MEX
0.10672, 2020-2039, ccsm4, Annual Anomaly, MEX
0.22783, 2020-2039, cesm1_bgc, Annual Anomaly, MEX
0.17622, 2020-2039, cesm1_cam5, Annual Anomaly, MEX
0.15238, 2020-2039, cnrm_cm5, Annual Anomaly, MEX
0.22778, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MEX
0.35192, 2020-2039, gfdl_cm3, Annual Anomaly, MEX
0.17941, 2020-2039, gfdl_esm2g, Annual Anomaly, MEX
0.0278, 2020-2039, gfdl_esm2m, Annual Anomaly, MEX
0.13341, 2020-2039, inmcm4, Annual Anomaly, MEX
0.31616, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MEX
0.54261, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MEX
0.04244, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MEX
0.22248, 2020-2039, miroc5, Annual Anomaly, MEX
0.3191, 2020-2039, miroc_esm_chem, Annual Anomaly, MEX
0.14414, 2020-2039, miroc_esm, Annual Anomaly, MEX
0.12547, 2020-2039, mpi_esm_mr, Annual Anomaly, MEX
0.08939, 2020-2039, mri_cgcm3, Annual Anomaly, MEX
0.30102, 2020-2039, noresm1_m, Annual Anomaly, MEX
0.03472, 2020-2039, access1_3, Annual Anomaly, MDA
-0.0528, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MDA
-0.023, 2020-2039, bcc_csm1_1, Annual Anomaly, MDA
0.24238, 2020-2039, bnu_esm, Annual Anomaly, MDA
0.04902, 2020-2039, canesm2, Annual Anomaly, MDA
0.0211, 2020-2039, ccsm4, Annual Anomaly, MDA
0.04724, 2020-2039, cesm1_bgc, Annual Anomaly, MDA
0.14138, 2020-2039, cesm1_cam5, Annual Anomaly, MDA
0.03233, 2020-2039, cnrm_cm5, Annual Anomaly, MDA
0.32258, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MDA
0.2414, 2020-2039, gfdl_cm3, Annual Anomaly, MDA
0.07317, 2020-2039, gfdl_esm2g, Annual Anomaly, MDA
0.12683, 2020-2039, gfdl_esm2m, Annual Anomaly, MDA
0.19831, 2020-2039, inmcm4, Annual Anomaly, MDA
-0.0237, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MDA
0.00469, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MDA
0.20823, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MDA
0.37931, 2020-2039, miroc5, Annual Anomaly, MDA
0.32355, 2020-2039, miroc_esm_chem, Annual Anomaly, MDA
0.14888, 2020-2039, miroc_esm, Annual Anomaly, MDA
0.28599, 2020-2039, mpi_esm_mr, Annual Anomaly, MDA
0.141, 2020-2039, mri_cgcm3, Annual Anomaly, MDA
0.08114, 2020-2039, noresm1_m, Annual Anomaly, MDA
0.15, 2020-2039, access1_3, Annual Anomaly, MCO
0.2, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MCO
0.15, 2020-2039, bcc_csm1_1, Annual Anomaly, MCO
0.1, 2020-2039, bnu_esm, Annual Anomaly, MCO
0.1, 2020-2039, canesm2, Annual Anomaly, MCO
-0.05, 2020-2039, ccsm4, Annual Anomaly, MCO
0.55, 2020-2039, cesm1_bgc, Annual Anomaly, MCO
0.3, 2020-2039, cesm1_cam5, Annual Anomaly, MCO
0.4, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MCO
0.7, 2020-2039, gfdl_cm3, Annual Anomaly, MCO
0.1, 2020-2039, gfdl_esm2g, Annual Anomaly, MCO
0.1, 2020-2039, gfdl_esm2m, Annual Anomaly, MCO
0.25, 2020-2039, inmcm4, Annual Anomaly, MCO
0.2, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MCO
0.25, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MCO
0.1, 2020-2039, miroc5, Annual Anomaly, MCO
0.2, 2020-2039, miroc_esm_chem, Annual Anomaly, MCO
0.2, 2020-2039, miroc_esm, Annual Anomaly, MCO
0.35, 2020-2039, mpi_esm_mr, Annual Anomaly, MCO
0.05, 2020-2039, mri_cgcm3, Annual Anomaly, MCO
0.05, 2020-2039, noresm1_m, Annual Anomaly, MCO
0.12502, 2020-2039, access1_3, Annual Anomaly, MNG
0.20735, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MNG
0.00971, 2020-2039, bcc_csm1_1, Annual Anomaly, MNG
0.22931, 2020-2039, bnu_esm, Annual Anomaly, MNG
0.07236, 2020-2039, canesm2, Annual Anomaly, MNG
0.14827, 2020-2039, ccsm4, Annual Anomaly, MNG
0.04221, 2020-2039, cesm1_bgc, Annual Anomaly, MNG
0.16617, 2020-2039, cesm1_cam5, Annual Anomaly, MNG
0.13387, 2020-2039, cnrm_cm5, Annual Anomaly, MNG
0.32522, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MNG
0.2068, 2020-2039, gfdl_cm3, Annual Anomaly, MNG
0.09478, 2020-2039, gfdl_esm2g, Annual Anomaly, MNG
0.04941, 2020-2039, gfdl_esm2m, Annual Anomaly, MNG
0.03098, 2020-2039, inmcm4, Annual Anomaly, MNG
0.25891, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MNG
0.38922, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MNG
0.22308, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MNG
0.34652, 2020-2039, miroc5, Annual Anomaly, MNG
0.16885, 2020-2039, miroc_esm_chem, Annual Anomaly, MNG
0.25837, 2020-2039, miroc_esm, Annual Anomaly, MNG
0.12116, 2020-2039, mpi_esm_mr, Annual Anomaly, MNG
0.08299, 2020-2039, mri_cgcm3, Annual Anomaly, MNG
0.02807, 2020-2039, noresm1_m, Annual Anomaly, MNG
0.58595, 2020-2039, access1_3, Annual Anomaly, MAR
0.49179, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MAR
0.26586, 2020-2039, bcc_csm1_1, Annual Anomaly, MAR
0.55022, 2020-2039, bnu_esm, Annual Anomaly, MAR
0.43153, 2020-2039, canesm2, Annual Anomaly, MAR
0.27482, 2020-2039, ccsm4, Annual Anomaly, MAR
0.40402, 2020-2039, cesm1_bgc, Annual Anomaly, MAR
0.0521, 2020-2039, cesm1_cam5, Annual Anomaly, MAR
0.20576, 2020-2039, cnrm_cm5, Annual Anomaly, MAR
0.24171, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MAR
0.85354, 2020-2039, gfdl_cm3, Annual Anomaly, MAR
0.15866, 2020-2039, gfdl_esm2g, Annual Anomaly, MAR
0.35446, 2020-2039, gfdl_esm2m, Annual Anomaly, MAR
0.32879, 2020-2039, inmcm4, Annual Anomaly, MAR
0.65404, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MAR
0.70839, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MAR
0.1757, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MAR
0.14142, 2020-2039, miroc5, Annual Anomaly, MAR
0.53131, 2020-2039, miroc_esm_chem, Annual Anomaly, MAR
0.41886, 2020-2039, miroc_esm, Annual Anomaly, MAR
0.38511, 2020-2039, mpi_esm_mr, Annual Anomaly, MAR
0.04177, 2020-2039, mri_cgcm3, Annual Anomaly, MAR
0.27053, 2020-2039, noresm1_m, Annual Anomaly, MAR
0.11591, 2020-2039, access1_3, Annual Anomaly, MOZ
0.11116, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MOZ
0.01584, 2020-2039, bcc_csm1_1, Annual Anomaly, MOZ
0.08926, 2020-2039, bnu_esm, Annual Anomaly, MOZ
0.18683, 2020-2039, canesm2, Annual Anomaly, MOZ
0.13106, 2020-2039, ccsm4, Annual Anomaly, MOZ
0.13275, 2020-2039, cesm1_bgc, Annual Anomaly, MOZ
0.2466, 2020-2039, cesm1_cam5, Annual Anomaly, MOZ
0.11046, 2020-2039, cnrm_cm5, Annual Anomaly, MOZ
0.0825, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MOZ
0.12713, 2020-2039, gfdl_cm3, Annual Anomaly, MOZ
0.06754, 2020-2039, gfdl_esm2g, Annual Anomaly, MOZ
0.09285, 2020-2039, gfdl_esm2m, Annual Anomaly, MOZ
0.03187, 2020-2039, inmcm4, Annual Anomaly, MOZ
0.06978, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MOZ
0.03977, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MOZ
0.09386, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MOZ
0.09854, 2020-2039, miroc5, Annual Anomaly, MOZ
0.17938, 2020-2039, miroc_esm_chem, Annual Anomaly, MOZ
0.13946, 2020-2039, miroc_esm, Annual Anomaly, MOZ
0.14072, 2020-2039, mpi_esm_mr, Annual Anomaly, MOZ
0.18648, 2020-2039, mri_cgcm3, Annual Anomaly, MOZ
0.0452, 2020-2039, noresm1_m, Annual Anomaly, MOZ
0.12789, 2020-2039, access1_3, Annual Anomaly, MMR
0.03785, 2020-2039, bcc_csm1_1_m, Annual Anomaly, MMR
0.14976, 2020-2039, bcc_csm1_1, Annual Anomaly, MMR
0.07973, 2020-2039, bnu_esm, Annual Anomaly, MMR
0.05699, 2020-2039, canesm2, Annual Anomaly, MMR
0.1549, 2020-2039, ccsm4, Annual Anomaly, MMR
0.02629, 2020-2039, cesm1_bgc, Annual Anomaly, MMR
0.01565, 2020-2039, cesm1_cam5, Annual Anomaly, MMR
0.08825, 2020-2039, cnrm_cm5, Annual Anomaly, MMR
0.02437, 2020-2039, csiro_mk3_6_0, Annual Anomaly, MMR
0.00928, 2020-2039, gfdl_cm3, Annual Anomaly, MMR
0.09704, 2020-2039, gfdl_esm2g, Annual Anomaly, MMR
0.02327, 2020-2039, gfdl_esm2m, Annual Anomaly, MMR
0.00767, 2020-2039, inmcm4, Annual Anomaly, MMR
0.08678, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, MMR
0.06055, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, MMR
0.05791, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, MMR
0.06613, 2020-2039, miroc5, Annual Anomaly, MMR
0.10459, 2020-2039, miroc_esm_chem, Annual Anomaly, MMR
0.0798, 2020-2039, miroc_esm, Annual Anomaly, MMR
0.0694, 2020-2039, mpi_esm_mr, Annual Anomaly, MMR
0.0758, 2020-2039, mri_cgcm3, Annual Anomaly, MMR
0.10748, 2020-2039, noresm1_m, Annual Anomaly, MMR
0.22125, 2020-2039, access1_3, Annual Anomaly, NAM
0.50741, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NAM
0.12514, 2020-2039, bcc_csm1_1, Annual Anomaly, NAM
0.12435, 2020-2039, bnu_esm, Annual Anomaly, NAM
0.46453, 2020-2039, canesm2, Annual Anomaly, NAM
0.04057, 2020-2039, ccsm4, Annual Anomaly, NAM
0.21067, 2020-2039, cesm1_bgc, Annual Anomaly, NAM
0.20544, 2020-2039, cesm1_cam5, Annual Anomaly, NAM
0.07689, 2020-2039, cnrm_cm5, Annual Anomaly, NAM
0.34252, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NAM
0.23233, 2020-2039, gfdl_cm3, Annual Anomaly, NAM
0.08503, 2020-2039, gfdl_esm2g, Annual Anomaly, NAM
0.04075, 2020-2039, gfdl_esm2m, Annual Anomaly, NAM
0.07308, 2020-2039, inmcm4, Annual Anomaly, NAM
0.06153, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NAM
0.28139, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NAM
0.20577, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NAM
0.21566, 2020-2039, miroc5, Annual Anomaly, NAM
0.16214, 2020-2039, miroc_esm_chem, Annual Anomaly, NAM
-0.0097, 2020-2039, miroc_esm, Annual Anomaly, NAM
0.04495, 2020-2039, mpi_esm_mr, Annual Anomaly, NAM
0.26194, 2020-2039, mri_cgcm3, Annual Anomaly, NAM
0.0029, 2020-2039, noresm1_m, Annual Anomaly, NAM
0.11236, 2020-2039, access1_3, Annual Anomaly, NPL
0.07931, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
0.10472, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
0.01744, 2020-2039, bnu_esm, Annual Anomaly, NPL
0.0042, 2020-2039, canesm2, Annual Anomaly, NPL
0.0394, 2020-2039, ccsm4, Annual Anomaly, NPL
0.05776, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
-0.0285, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
0.15146, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
0.13583, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
0.3622, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
0.21684, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
0.22553, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-0.0195, 2020-2039, inmcm4, Annual Anomaly, NPL
0.10325, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
0.18422, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-0.0061, 2020-2039, ipsl_cm5b_lr, Annual Anomaly, NPL
0.00746, 2020-2039, miroc5, Annual Anomaly, NPL
